"Wall time" Loss
0.0 9.680612564086914
6.942516767978669 6.898725509643555
13.817628967761994 5.068610668182373
20.73325883547465 4.349751949310304
27.626792120933533 4.349856376647948
34.46783856948217 4.037554264068604
41.361340502897896 4.03194522857666
48.183865702152254 4.003187179565431
55.045581138134004 3.894251346588135
61.863139339288075 3.7982337474823
68.68418331940968 3.844249725341797
75.5267568230629 3.814844846725464
82.36765055259069 3.927287817001343
89.17444043954214 4.051205635070802
96.02037275234858 4.020692825317384
102.8653845667839 4.050402641296387
109.76508043607076 3.9547090530395512
116.5887131690979 3.8080646991729736
123.3836584687233 3.7677290439605713
130.27298978567123 3.9914760589599614
137.09133261839548 3.705031394958496
143.9433403690656 3.820001602172852
150.7695499221484 3.7449266910552983
157.62070415019988 4.142776012420653
164.4810854713122 3.6216657161712646
171.32882443666458 3.7163565158844
178.18338636954624 3.9994657039642334
185.0458720525106 3.644239664077759
191.85740017096202 3.911441802978516
198.69704128901165 3.765246152877808
205.56233100493748 2.5305514335632324
212.4160992860794 2.322018384933472
219.4375705043475 2.149817705154419
226.28671123584112 2.0646524429321294
233.14584561983744 1.993323564529419
239.98258803685505 1.9682149887084959
246.83105177084605 1.999950647354126
253.6456223011017 1.9523423910140991
260.4611509044965 1.9041990041732788
267.28014535506566 1.9196743965148928
274.085073920091 1.9267714023590088
280.90476063489916 1.9157359600067136
287.7267011006673 2.1601450443267822
294.5588804721832 1.8983179330825808
301.3976177692413 1.899263381958008
308.2504357218742 1.923144817352295
315.0683265169462 1.8945466279983518
321.8740303874016 2.030445337295532
328.8278365333875 1.974587321281433
335.6604270537694 1.971152424812317
342.51118853489555 1.9370269775390625
349.4114004691442 2.00188422203064
356.2468097170194 2.0769429206848145
363.08440315326055 1.918331861495972
369.92792953650155 1.942517876625061
376.7959014693896 1.9164148569107056
383.69482901891075 1.9146008491516116
390.55848865509034 2.0298447608947754
397.40983760356903 1.9680750370025637
404.28008515437443 1.885625004768372
411.16063812176384 1.657346487045288
418.0631458202998 1.6223859786987305
424.8781342546145 1.6085220575332642
431.71638111670813 1.5868591070175169
438.71043675343196 1.573428511619568
