"Wall time" Accuracy
0.0 0.20210467278957367
6.942516187826793 0.4163132309913635
13.81762603521347 0.5260883569717407
20.73315221865972 0.5746839046478271
27.62678988377253 0.584426999092102
34.46783800125122 0.6419253945350647
41.36133867104848 0.6459066867828369
48.18386445045471 0.6576104164123535
55.04557975530624 0.6782570481300354
61.86313758691152 0.6995238661766052
68.68416923681895 0.6936819553375244
75.52673578659693 0.7060859203338623
82.36763212283452 0.6860395073890686
89.17442410389582 0.6620118618011475
96.02034935553868 0.6700344085693359
102.86536413431168 0.6679337620735168
109.76506038506825 0.6810779571533203
116.58869587182998 0.7079665660858154
123.3836431701978 0.7188300490379333
130.27297443548838 0.6800776124000549
137.09130776723225 0.7277328968048096
143.94332318703334 0.706506073474884
150.7695343375206 0.7200304269790649
157.62068680127462 0.6585307121276855
164.48106923500697 0.7440780997276306
171.3287993391355 0.7262523770332336
178.18336741924287 0.6802376508712769
185.0458552042643 0.7427576780319214
191.85737640062968 0.6937220096588135
198.69697428544362 0.7166493535041809
205.56231126785278 0.872539222240448
212.4160757859548 0.8788812160491943
219.43755036989847 0.8850831985473633
226.28668840328854 0.8848831653594971
233.14583130280178 0.8856834173202515
239.98257053693135 0.882782518863678
246.8310331384341 0.8728592991828918
253.64560587008793 0.8779809474945068
260.46113493839897 0.883042573928833
267.28012565374377 0.8798815608024597
274.0850530664126 0.8769206404685974
280.90474270184836 0.8782210350036621
287.72668401797614 0.8458907008171082
294.5588682174683 0.8809219002723694
301.3975964228312 0.8830626010894775
308.2504213531812 0.8807818293571472
315.0683012882868 0.8847631216049194
321.87400373617805 0.8661971688270569
328.8278152346611 0.8728993535041809
335.660404920578 0.8758002519607544
342.5111657381058 0.8801816701889038
349.41139865318934 0.8708186745643616
356.24680733680725 0.8602352738380432
363.08440168301263 0.8852032423019409
369.92792785167694 0.8803417086601257
376.7959007382393 0.8844230175018309
383.6948272029559 0.8878841400146484
390.5584877530734 0.868958055973053
397.40983658631643 0.8788012266159058
404.280083334446 0.8926656246185303
411.1606360197067 0.9172335267066956
418.06314361890156 0.9207346439361572
424.87813373406726 0.92111474275589
431.7163782874743 0.9230353832244872
438.71042840480806 0.9233754873275756
