"Wall time" Loss
0.0 9.498186111450195
6.039872984091441 6.617082118988037
12.090578317642212 4.842451095581055
18.146556683381398 4.582299709320068
24.209642465909322 4.256032466888429
30.236748015880586 4.315990924835205
36.293614999453226 4.0097599029541025
42.327464282512665 3.893960237503052
48.34998749891917 3.852796077728272
54.38028849760691 3.8389971256256095
60.38575301567713 4.04107666015625
66.41182931661606 3.8826205730438232
72.43003398577372 3.9019033908844
78.4635872999827 3.9751098155975337
84.4952068845431 4.103864192962647
90.52578559716542 3.7563164234161377
96.63851083119711 4.037838935852052
102.65657611687978 3.774715900421143
108.69561408360799 3.7422821521759033
114.71130770047506 3.9119641780853267
120.72830006678899 4.170271873474121
126.78180781602859 4.066593647003174
132.7889435172081 3.6237716674804688
138.81723403135936 3.748778581619263
144.84981630245844 3.8216028213500977
150.87032494942346 3.717998504638672
156.88426264921824 3.960533618927002
162.89581201871235 3.816242456436157
168.91197696526845 3.8040406703948975
174.93375893036526 3.6941742897033687
180.96407976547877 2.561330556869507
186.99550201892853 2.31890082359314
193.17079483270646 2.1649315357208248
199.1978168686231 2.0799388885498047
205.2289928515752 2.021477222442627
211.24662156502407 2.0134260654449463
217.28695991834005 1.9552704095840452
223.31096493403118 1.9188165664672847
229.35453298489253 1.937950611114502
235.37253696521122 1.9562829732894895
241.4034323175748 1.9484442472457888
247.43279624780018 1.9221270084381104
253.4729076663653 1.9299105405807493
259.51971293290455 1.932892918586731
265.54869974851607 1.960235357284546
271.5648550828298 1.9188703298568728
277.5914766828219 1.985659122467041
283.641560848554 1.8757064342498782
289.8475418170293 1.9526216983795168
295.92091913223265 1.9238430261611936
301.9409518678983 2.0618658065795903
307.98366863330205 1.999829649925232
313.99405051867166 1.9544252157211304
320.0055230339368 2.0191669464111333
326.01300081809364 2.0379323959350586
332.03815675179163 1.9532526731491089
338.0675091187159 1.9155058860778809
344.0969008008639 1.9783767461776731
350.12417351404827 1.9419249296188357
356.13132994969686 1.9312772750854488
362.14501605033877 1.654341459274292
368.161468565464 1.6247352361679075
374.1695815483729 1.6000462770462036
380.1672660668691 1.5846412181854248
386.348496333758 1.5678173303604126
