X Y
0.1652 0.0011273957158962795
0.16544029345372463 0.0011273957158962795
0.16568058690744922 0.0011273957158962795
0.16592088036117383 0.0011273957158962795
0.16616117381489842 0.0011273957158962795
0.16640146726862304 0.0033821871476888386
0.16664176072234765 0.0033821871476888386
0.16688205417607224 0.0033821871476888386
0.16712234762979686 0.0033821871476888386
0.16736264108352145 0.0033821871476888386
0.16760293453724606 0.004509582863585118
0.16784322799097068 0.005636978579481398
0.16808352144469527 0.005636978579481398
0.16832381489841988 0.005636978579481398
0.16856410835214447 0.005636978579481398
0.1688044018058691 0.007891770011273957
0.1690446952595937 0.012401352874859075
0.1692849887133183 0.012401352874859075
0.1695252821670429 0.013528748590755355
0.1697655756207675 0.018038331454340473
0.1700058690744921 0.020293122886133032
0.17024616252821673 0.020293122886133032
0.17048645598194132 0.020293122886133032
0.17072674943566593 0.020293122886133032
0.17096704288939052 0.02254791431792559
0.17120733634311514 0.02480270574971815
0.17144762979683975 0.02705749718151071
0.17168792325056434 0.030439684329199548
0.17192821670428896 0.03269447576099211
0.17216851015801354 0.033821871476888386
0.17240880361173816 0.03494926719278467
0.17264909706546278 0.038331454340473504
0.17288939051918736 0.03945885005636979
0.17312968397291198 0.043968432919954906
0.17336997742663657 0.046223224351747465
0.17361027088036118 0.04735062006764374
0.1738505643340858 0.05073280721533258
0.1740908577878104 0.05186020293122886
0.174331151241535 0.05411499436302142
0.1745714446952596 0.0552423900789177
0.1748117381489842 0.06426155580608793
0.17505203160270882 0.06426155580608793
0.1752923250564334 0.06764374295377677
0.17553261851015803 0.07215332581736189
0.17577291196388262 0.07553551296505073
0.17601320541760723 0.08004509582863585
0.17625349887133185 0.0834272829763247
0.17649379232505644 0.08793686583990981
0.17673408577878105 0.0935738444193912
0.17697437923250564 0.10033821871476889
0.17721467268623026 0.10372040586245772
0.17745496613995487 0.10710259301014656
0.17769525959367946 0.11161217587373168
0.17793555304740408 0.12175873731679819
0.1781758465011287 0.12965050732807215
0.17841613995485328 0.1375422773393461
0.1786564334085779 0.1488162344983089
0.17889672686230249 0.1555806087936866
0.1791370203160271 0.17023675310033823
0.17937731376975172 0.17700112739571588
0.1796176072234763 0.19729425028184894
0.17985790067720092 0.20969560315670802
0.1800981941309255 0.21307779030439683
0.18033848758465013 0.21984216459977451
0.18057878103837474 0.22886133032694475
0.18081907449209933 0.24013528748590757
0.18105936794582395 0.24577226606538896
0.18129966139954853 0.25366403607666294
0.18153995485327315 0.266065388951522
0.18178024830699777 0.2705749718151071
0.18202054176072235 0.28861330326944756
0.18226083521444697 0.2976324689966178
0.18250112866817156 0.30665163472378804
0.18274142212189617 0.3134160090191657
0.1829817155756208 0.32130777903043967
0.18322200902934538 0.3337091319052988
0.18346230248307 0.34723788049605414
0.18370259593679458 0.36076662908680945
0.1839428893905192 0.3742953776775648
0.18418318284424381 0.3788049605411499
0.1844234762979684 0.39571589627959414
0.18466376975169302 0.4081172491544532
0.1849040632054176 0.41939120631341603
0.18514435665914222 0.42615558060879366
0.18538465011286684 0.4374295377677565
0.18562494356659143 0.45208568207440814
0.18586523702031604 0.4644870349492672
0.18610553047404063 0.48252536640360766
0.18634582392776525 0.49379932356257045
0.18658611738148986 0.5140924464487034
0.18682641083521445 0.5298759864712514
0.18706670428893907 0.5377677564825254
0.18730699774266366 0.5467869222096956
0.18754729119638827 0.5569334836527621
0.1877875846501129 0.5648252536640361
0.18802787810383748 0.580608793686584
0.1882681715575621 0.5839909808342728
0.1885084650112867 0.6065388951521984
